Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
2091/2010 HUEL;Andalucía;Huelva;Rosal de la Frontera;Fosa 1 en cementerio de Rosal de la Frontera;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2092/2010 HUEL;Andalucía;Huelva;Rosal de la Frontera;Fosa 2 en cementerio de Rosal de la Frontera;NO INTERVENIDA;-;-;N
2093/2010 HUEL;Andalucía;Huelva;Rosal de la Frontera;Fosa en el paraje 'Los Pajaritos';NO INTERVENIDA;-;-;N
2094/2010 HUEL;Andalucía;Huelva;Santa Ana la Real;Fosa en cementerio civil de Santa Ana La Real;NO INTERVENIDA;-;-;N
2095/2010 HUEL;Andalucía;Huelva;Santa Olalla del Cala;Fosa en cementerio de Santa Olalla;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2096/2010 HUEL;Andalucía;Huelva;Valdelarco;Fosa en cementerio de Valdelarco;DESAPARECIDA;-;1;N
2097/2010 HUEL;Andalucía;Huelva;Zufre;Fosa en cementerio de Zufre;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2098/2010 HUEL;Andalucía;Huelva;Zufre;Fosa en la Sierra Vicaria;EXHUMADA TOTAL;-;5;N
2099/2010 GRAN;Andalucía;Granada;Pinar, El;Fosa en la carretera antigua de Tablate a Lanjarón;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
21/2009 ASTU;Principado de Asturias;Asturias;Aller;Fosa en la Llanada del Rasón, en las cercanías de Moreda;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
210/2009 ASTU;Principado de Asturias;Asturias;Piloña;Riega Los Fresnedales (Montes de Riofabar);DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2100/2010 GRAN;Andalucía;Granada;Lecrín;Fosa junto a la tapia del cementerio de Talará, en finca privada;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2101/2010 GRAN;Andalucía;Granada;Víznar;Fosa en el cementerio de Víznar;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2102/2010 GRAN;Andalucía;Granada;Víznar;Fosa en el paraje de Los Pozos de Víznar;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
2103/2010 GRAN;Andalucía;Granada;Beas de Granada;Fosa en el Collado de la Viñuela;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2104/2010 GRAN;Andalucía;Granada;Huétor de Santillán;Fosa en el cementerio de Huetor de Santillán;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2105/2010 GRAN;Andalucía;Granada;Fuente Vaqueros;Fosa en el cementerio de Fuente Vaqueros;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2106/2010 GRAN;Andalucía;Granada;Santa Fe;Fosa en el cementerio de Santa Fe;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2107/2010 GRAN;Andalucía;Granada;Gabias, Las;Fosa en el cementerio de Gabia La Grande;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2108/2010 GRAN;Andalucía;Granada;Churriana de la Vega;Fosa en el cementerio de Churriana;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2109/2010 GRAN;Andalucía;Granada;Alhendín;Fosa en el Patio Civil o de los Ahorcados del cementerio de Alhendín;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
211/2009 ASTU;Principado de Asturias;Asturias;Piloña;Riu Porrinal (Montes de Riofabar);DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2110/2010 GRAN;Andalucía;Granada;Armilla;Fosa en el cementerio de Armilla;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2111/2010 GRAN;Andalucía;Granada;Zubia, La;Fosa en el cementerio de La Zubia;DESAPARECIDA;GUERRILLERA;1;N
2112/2010 GRAN;Andalucía;Granada;Güejar Sierra;Fosa en el cementerio de Güejar Sierra;NO INTERVENIDA;GUERRILLERA;-;N
2113/2010 PONT;Galicia;Pontevedra;Rosal, O;Fosas en la parroquia de San Xian;EXHUMADA TOTAL;-;-;N
2114/2010 GRAN;Andalucía;Granada;Lanjarón;Fosa en el cementerio de Lanjarón en el lugar reservado a la monjas;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2115/2010 GRAN;Andalucía;Granada;Lanjarón;Fosa en el cementerio de Lanjarón junto al muro dirección Órgiva;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2116/2010 GRAN;Andalucía;Granada;Orgiva;Fosas en el cementerio de Orgiva;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
2117/2010 GRAN;Andalucía;Granada;Orgiva;Fosa bajo el actual mercado de abastos;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);2;N
2118/2010 GRAN;Andalucía;Granada;Orgiva;Fosas diseminadas desde la Venta del Carrizal hasta el barranco del Carrizal junto a la antigua carretera de Orgiva;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2119/2010 GRAN;Andalucía;Granada;Orgiva;Fosa en el límite de la antigua carretera de Orgiva;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
212/2009 ASTU;Principado de Asturias;Asturias;Piloña;Les Cuerries, Raiceu (Espinareu);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2120/2010 GRAN;Andalucía;Granada;Orgiva;Fosa junto a la carretera antigua en la zona de la curva;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2121/2010 BURG;Castilla y León;Burgos;Villalba de Duero;Fosa 1 en campo de aviación;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2123/2010 HUES;Aragón;Huesca;Albalate de Cinca;Fosa 2 de Albalate de Cinca, cuneta carretera A-1234 Fraga-Monzón;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;-;N
2124/2010 ZARA;Aragón;Zaragoza;Santa Eulalia de Gállego;Fosa 2, nivel inferior, en el cementerio de Santa Eulalia de Gállego;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
2125/2010 ZARA;Aragón;Zaragoza;Santa Eulalia de Gállego;Fosa 2, nivel superior, en el cementerio de Santa Eulalia de Gállego;NO INTERVENIDA;GUERRILLERA;-;N
2126/2010 GRAN;Andalucía;Granada;Pampaneira;Fosas en Pampaneira;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2127/2010 GRAN;Andalucía;Granada;Cádiar;Fosa en el cementerio de Cádiar;NO INTERVENIDA;GUERRILLERA;-;N
2128/2010 GRAN;Andalucía;Granada;Torvizcón;Fosa en cementerio de Torvizcón;NO INTERVENIDA;-;-;N
2129/2010 GRAN;Andalucía;Granada;Torvizcón;Fosa en La Lomilla de Torvizcón;NO INTERVENIDA;-;-;N
213/2009 ASTU;Principado de Asturias;Asturias;Piloña;Fosa del Prau de la Fuente, en la zona de la Pesanca (Espinareu);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2130/2010 GRAN;Andalucía;Granada;Torvizcón;Fosa en antiguo camino de Alcázar;NO INTERVENIDA;-;-;N
2131/2010 GRAN;Andalucía;Granada;Almegíjar;Fosa en el Cortijo La Catitera;NO INTERVENIDA;-;-;N
2132/2010 GRAN;Andalucía;Granada;Pórtugos;Fosa en la loma de Piedra Blanca;NO INTERVENIDA;-;-;N
2133/2010 LUGO;Galicia;Lugo;Triacastela;Fosa de Vilavella;EXHUMADA TOTAL;GUERRILLERA;-;N
2134/2010 GRAN;Andalucía;Granada;Alhama de Granada;Fosas en el cementerio de Alhama de Granada;NO INTERVENIDA;-;-;N
2135/2010 GRAN;Andalucía;Granada;Jayena;Fosa en cementerio de Jayena;NO INTERVENIDA;GUERRILLERA;-;N
2136/2010 GRAN;Andalucía;Granada;Otívar;Fosas en el cementerio de Otívar;NO INTERVENIDA;-;-;N
2137/2010 GRAN;Andalucía;Granada;Polopos;Fosas de guerrilleros en cementerio de Polopos;NO INTERVENIDA;GUERRILLERA;-;N
2138/2010 GRAN;Andalucía;Granada;Vélez de Benaudalla;Fosa en el paraje El Nogueron;NO INTERVENIDA;MUERTOS EN COMBATE;-;N
2139/2010 GRAN;Andalucía;Granada;Illora;Fosa en el interior del Cementerio de Tocón;DESAPARECIDA;-;1;N
214/2009 ASTU;Principado de Asturias;Asturias;Ponga;Cementerio de Ponga;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2140/2010 GRAN;Andalucía;Granada;Illora;Fosa en la parte exterior del Cementerio de Tocón;NO INTERVENIDA;-;-;N
2141/2010 GRAN;Andalucía;Granada;Illora;Fosa en las naves antiguas de Tienda en Brácana;NO INTERVENIDA;-;-;N
